Product,ProductType,IH,CH,NT,PrecioAComprar
"Por Larranaga Robusto 5"" * 52",Box of 20,,,127.8,73.0
"Por Larranaga Toro 6"" * 50",Box of 20,,,129.6,74.0
"Psyko Seven Connecticut Robusto 5""1/2 * 50",Box of 20,,,142.87,81.0
"Psyko Seven Connecticut Toro 6""1/4 * 48",Box of 20,,,148.73,85.0
"Psyko Seven Connecticut Toro 6""1/4 * 48",Single,,,7.85,5.0
"Psyko Seven Maduro Robusto 5""1/2 * 50",Box of 20,,,142.95,82.0
"Psyko Seven Maduro Robusto 5""1/2 * 50",Single,,,7.55,5.0
"Psyko Seven Maduro Toro 6""1/4 * 48",Box of 20,,,148.95,85.0
"Psyko Seven Maduro Toro 6""1/4 * 48",Single,,,7.85,5.0
"Psyko Seven Natural Gordo 6"" * 60",Box of 20,,,162.72,93.0
"Psyko Seven Natural Robusto 5""1/2 * 50",Box of 20,,,142.95,82.0
"Psyko Seven Natural Robusto 5""1/2 * 50",Single,,,7.55,5.0
"Psyko Seven Natural Toro 6""1/4 * 48",Box of 20,,,148.73,85.0
"Psyko Seven Nicaragua Gordo 6"" * 60",Box of 20,,,169.95,97.0
"Psyko Seven Nicaragua Robusto 5"" * 50",Box of 20,,,151.95,87.0
"Psyko Seven Nicaragua Robusto 5"" * 50",Single,,,8.1,5.0
"Psyko Seven Nicaragua Toro 6"" * 50",Box of 20,,,160.95,92.0
"Psyko Seven Nicaragua Toro 6"" * 50",Single,,,8.55,5.0
"Punch Cigarillos 4"" * 24",Box of 200,,,112.95,65.0
"Punch Cigarillos 4"" * 24",Tin of 20,,,14.15,9.0
"Punch Natural After Dinner 7""1/4 * 45",Box of 25,,,120.95,69.0
"Punch Natural Cafe Royale 5""5/8 * 44",Box of 8,,,45.95,27.0
"Punch Natural Cafe Royale 5""5/8 * 44",Single,,,6.95,4.0
"Punch Natural Double Corona 6""3/4 * 48",Box of 25,,,136.95,78.0
"Punch Natural Double Corona 6""3/4 * 48",Single,,,6.85,4.0
"Punch Natural Grandote 5""7/8 * 60",Box of 20,,,124.95,71.0
"Punch Natural Grandote 5""7/8 * 60",Single,,,7.65,5.0
"Punch Natural Gusto Tubo 5"" * 52 ",Box of 20,,,114.95,66.0
"Punch Natural Gusto Tubo 5"" * 52 ",Single,,,6.95,4.0
"Punch Natural Pitas 6""1/8 * 50",Box of 25,,,132.95,76.0
"Punch Natural Pitas 6""1/8 * 50",Single,,,6.5,4.0
"Punch Natural Presidente 8""1/2 * 52",Box of 25,,,173.95,99.0
"Punch Natural Presidente 8""1/2 * 52",Single,,,8.1,5.0
"Punch Natural Punch 6""1/4 * 44",Box of 25,,,121.95,70.0
"Punch Natural Punch 6""1/4 * 44",Single,,,5.95,4.0
"Punch Aniversario Double Corona 7""1/4 * 54",Box of 10,,,133.95,76.0
"Punch Aniversario Double Corona 7""1/4 * 54",Single,,,14.25,9.0
"Punch Brotherhood The People's Champ Brobusto 5"" * 50",Bundle of 10,,,64.9,37.0
"Punch Brotherhood The People's Champ Brobusto 5"" * 50",Bundle of 5,,,32.45,19.0
"Punch Brotherhood The People's Champ Brobusto 5"" * 50",Single,,,6.49,4.0
"Punch Chop Suey 7"" * 37",Box of 25,,,122.95,70.0
"Punch Diablo Brute 6"" * 60",Box of 20,,,134.95,77.0
"Punch Diablo Brute 6"" * 60",Single,,,7.85,5.0
"Punch Diablo Diabolitos 4""3/16 * 36",Box of 30,,,58.95,34.0
"Punch Diablo Diabolitos 4""3/16 * 36",Tin of 6,,,13.95,8.0
"Punch Diablo Diabolus 5""1/4 * 54",Box of 25,,,158.95,91.0
"Punch Diablo Diabolus 5""1/4 * 54",Single,,,7.4,5.0
"Punch Diablo Scamp 6""1/8 * 50",Box of 25,,,147.95,84.0
"Punch Diablo Scamp 6""1/8 * 50",Single,,,6.95,4.0
"Punch Diablo Stump 4""1/2 * 60",Box of 25,,,152.95,87.0
"Punch Diablo Stump 4""1/2 * 60",Single,,,7.1,5.0
"Punch Double Maduro Rothschild 4""1/2 * 50",Box of 50,,,198.95,113.0
"Punch Gran Puro Pico Bonito 6"" * 50",Box of 25,,,136.95,78.0
"Punch Gran Puro Pico Bonito 6"" * 50",Single,,,6.85,4.0
"Punch Gran Puro Rancho 5""1/2 * 54",Box of 25,,,138.95,79.0
"Punch Gran Puro Rancho 5""1/2 * 54",Single,,,6.95,4.0
"Punch Gran Puro Santa Rita 4""1/2 * 52",Box of 25,,,117.95,67.0
"Punch Gran Puro Santa Rita 4""1/2 * 52",Single,,,5.95,4.0
"Punch Gran Puro Sierra 6""1/2 * 48",Box of 25,,,136.95,78.0
"Punch Gran Puro Nicaragua Double Corona 7""1/2 * 54",Box of 20,,,107.95,62.0
"Punch Gran Puro Nicaragua Double Corona 7""1/2 * 54",Single,,,7.1,5.0
"Punch Gran Puro Nicaragua Rancho 5""1/2 * 54",Box of 20,,,98.95,57.0
"Punch Gran Puro Nicaragua Rancho 5""1/2 * 54",Single,,,6.5,4.0
"Punch Gran Puro Nicaragua Robusto 4""7/8 * 48",Box of 20,,,86.95,50.0
"Punch Gran Puro Nicaragua Robusto 4""7/8 * 48",Single,,,5.6,4.0
"Punch Gran Puro Nicaragua Toro 6"" * 54",Box of 20,,,99.95,57.0
"Punch Gran Puro Nicaragua Toro 6"" * 54",Single,,,6.6,4.0
"Punch Grand Cru Maduro No. II 6""1/8 * 54",Box of 20,,,151.95,87.0
"Punch Grand Cru Maduro No. II 6""1/8 * 54",Single,,,9.75,6.0
"Punch Grand Cru Natural Britania 6""1/4 * 50",Box of 25,,,150.95,86.0
"Punch Grand Cru Natural Britania 6""1/4 * 50",Single,,,8.1,5.0
"Punch Grand Cru Natural Diademas 7""1/4 * 50",Box of 25,,,170.95,97.0
"Punch Knuckle Buster Gordo 6""1/4 * 60",Box of 20,,,94.95,54.0
"Punch Knuckle Buster Gordo 6""1/4 * 60",Single,,,5.4,4.0
"Punch Knuckle Buster Robusto 4""1/2 * 52",Box of 25,,,98.95,57.0
"Punch Knuckle Buster Robusto 4""1/2 * 52",Single,,,4.5,3.0
"Punch Knuckle Buster Toro 6"" * 50",Box of 25,,,108.95,62.0
"Punch Knuckle Buster Toro 6"" * 50",Single,,,4.95,3.0
"Punch Knuckle Buster Maduro Gordo 6"" * 60",Box of 20,,,110.95,63.0
"Punch Knuckle Buster Maduro Gordo 6"" * 60",Single,,,5.9,4.0
"Punch Knuckle Buster Maduro Robusto 5"" * 52",Box of 25,,,115.95,66.0
"Punch Knuckle Buster Maduro Robusto 5"" * 52",Single,,,4.95,3.0
"Punch Knuckle Buster Maduro Toro 6"" * 50",Box of 25,,,127.95,73.0
"Punch Knuckle Buster Maduro Toro 6"" * 50",Single,,,5.4,4.0
"Punch Egg Roll 4""1/2 * 50",Box of 25,,,89.95,52.0
"Punch Fu Manchu 6"" * 50",Box of 20,,,119.8,68.0
"Punch Fu Manchu 6"" * 50",Single,,,5.99,4.0
"Punch Kung Pow 6"" * 52",Box of 20,,,119.8,68.0
"Punch Kung Pow 6"" * 52",Single,,,5.99,4.0
"Punch Maduro Rothschild 4""1/2 * 50",Box of 50,,,198.95,113.0
"Punch Maduro Rothschild 4""1/2 * 50",Single,,,4.85,3.0
"Punch Rare Corojo Aristocrat 6""1/8 * 40/54",Box of 20,,,179.95,102.0
"Punch Rare Corojo Aristocrat 6""1/8 * 40/54",Single,,,9.5,6.0
"Punch Rare Corojo El Doble 5""7/8 * 60",Box of 20,,,136.95,78.0
"Punch Rare Corojo El Doble 5""7/8 * 60",Single,,,7.95,5.0
"Punch Rare Corojo Elite 5""1/4 * 45",Box of 25,,,96.95,55.0
"Punch Rare Corojo Elite 5""1/4 * 45",Single,,,4.5,3.0
"Punch Rare Corojo Gusto Tube 5"" * 52",Box of 20,,,123.95,71.0
"Punch Rare Corojo Gusto Tube 5"" * 52",Single,,,7.1,5.0
"Punch Rare Corojo Pitas 6""1/8 * 50",Box of 25,,,151.95,87.0
"Punch Rare Corojo Pitas 6""1/8 * 50",Single,,,6.95,4.0
"Punch Rare Corojo Rapido 5"" * 40",Box of 25,,,76.95,44.0
"Punch Rare Corojo Rapido 5"" * 40",Single,,,3.6,3.0
"Punch Rare Corojo Rothschild 4""1/2 * 50",Box of 50,,,254.95,145.0
"Punch Rare Corojo Rothschild 4""1/2 * 50",Single,,,5.85,4.0
"Punch Signature Gigante 6"" * 60",Box of 18,,,98.95,57.0
"Punch Signature Gigante 6"" * 60",Single,,,8.1,5.0
"Punch Signature Robusto 5"" * 54",Box of 18,,,90.95,52.0
"Punch Signature Robusto 5"" * 54",Single,,,7.75,5.0
"Punch Signature Rothschild 4""1/2 * 50",Box of 18,,,73.95,42.0
"Punch Signature Torpedo 5""3/4 * 52",Box of 18,,,94.95,54.0
"Punch Signature Torpedo 5""3/4 * 52",Single,,,8.0,5.0
"Manuel Quesada 70th Anniversary Belicoso 6"" * 52",Box of 10,,,115.95,66.0
"Manuel Quesada 70th Anniversary Belicoso 6"" * 52",Single,,,12.45,8.0
"Manuel Quesada 70th Anniversary Toro  6"" * 50",Box of 10,,,115.95,66.0
"Quesada 1974 Corona 6"" * 43",Box of 20,,,152.95,87.0
"Quesada 1974 Lancero 7"" * 38",Box of 20,,,160.95,92.0
"Quesada 1974 Robusto 5"" * 50",Box of 20,,,160.95,92.0
"Quesada 1974 Robusto 5"" * 50",Single,,,8.5,5.0
"Quesada 1974 Short Robusto 4"" * 50",Box of 20,,,152.95,87.0
"Quesada 1974 Toro 6"" * 52",Box of 10,,,82.95,48.0
"Quesada 1974 Toro 6"" * 52",Single,,,8.8,6.0
"Quesada 40th Anniversary Robusto 5"" * 52",Box of 20,,,164.95,94.0
"Quesada 40th Anniversary Toro Real 6"" * 65",Box of 20,,,163.95,93.0
"Quesada Holiday Keg Toro 6"" * 50",Box of 10,,,89.95,52.0
"Quesada Keg Belicoso 6"" * 54",Box of 20,,,158.95,91.0
"Quesada Keg Lonsdale 6"" * 44",Box of 30,,,168.95,96.0
Quesada Oktoberfest Bavarian 5''1/2 * 52,Box of 10,,,82.95,48.0
Quesada Oktoberfest Bavarian 5''1/2 * 52,Single,,,8.55,5.0
Quesada Oktoberfest Das Boot 6'' * 52,Box of 10,,,89.95,52.0
"Quesada Oktoberfest Kaiser Ludwig 6"" * 49",Box of 10,,,89.95,52.0
"Quesada Oktoberfest Kugel 5"" * 38/58/44",Box of 10,,,74.95,43.0
Quesada Oktoberfest Uber 6'' * 65,Box of 10,,,93.95,54.0
Quesada Oktoberfest Uber 6'' * 65,Single,,,9.45,6.0
"Quesada Reserva Privada Barber-Pole Robusto 4""3/4 * 52",Box of 10,,,128.95,74.0
"Quesada Reserva Privada Barber-Pole Toro 5""5/8 * 54",Box of 10,,,138.95,79.0
"Quesada Reserva Privada Barber-Pole Toro 5""5/8 * 54",Single,,,14.05,9.0
"Quesada Reserva Privada Oscuro TAA Robusto 4""3/4 * 52",Box of 10,,,144.0,82.0
"Quesada Reserva Privada Oscuro TAA Robusto 4""3/4 * 52",Single,,,14.4,9.0
"Quesada Tributo Alvarito 4""1/2 * 40",Box of 50,,,271.95,155.0
"Quorum Churchill 7"" * 48",Bundle of 20,,,41.95,24.0
"Quorum Churchill 7"" * 48",Single,,,2.84,2.0
"Quorum Corona 5""1/2 * 43",Bundle of 20,,,31.95,19.0
"Quorum Corona 5""1/2 * 43",Single,,,2.18,2.0
"Quorum Double Gordo 6"" * 60",Bundle of 20,,,48.95,28.0
"Quorum Robusto 4""3/4 * 50",Bundle of 20,,,34.95,20.0
"Quorum Robusto 4""3/4 * 50",Single,,,2.36,2.0
"Quorum Short Robusto 3""1/2 * 50",Bundle of 20,,,31.95,19.0
"Quorum Toro 6"" * 50",Bundle of 20,,,38.95,23.0
"Quorum Torpedo 6"" * 52",Bundle of 20,,,43.95,25.0
"Quorum Torpedo 6"" * 52",Single,,,2.94,2.0
"Quorum Tres Petit Corona 4""1/2 * 38",Bundle of 30,,,56.95,33.0
"Quorum Maduro Churchill 7"" * 48",Bundle of 20,,,44.95,26.0
"Quorum Maduro Corona 5""1/2 * 43",Bundle of 20,,,34.95,20.0
"Quorum Maduro Double Gordo 6"" * 60",Bundle of 20,,,50.95,29.0
"Quorum Maduro Double Gordo 6"" * 60",Single,,,3.5,3.0
"Quorum Maduro Robusto 4""3/4 * 50",Box of 20,,,37.95,22.0
"Quorum Maduro Short Robusto 3""1/2 * 50",Bundle of 20,,,34.95,20.0
"Quorum Maduro Toro 6"" * 50",Box of 20,,,41.95,24.0
"Quorum Maduro Torpedo 6"" * 52",Bundle of 20,,,45.95,27.0
"Quorum Maduro Torpedo 6"" * 52",Single,,,3.14,2.0
"Quorum Shade Churchill 7"" * 48",Bundle of 20,,,41.95,24.0
"Quorum Shade Corona 5""1/2 * 43",Bundle of 20,,,31.95,19.0
"Quorum Shade Double Gordo 6"" * 60",Bundle of 20,,,48.95,28.0
"Quorum Shade Robusto 4""3/4 * 50",Bundle of 20,,,34.95,20.0
"Quorum Shade Short Robusto 3""1/2 * 50",Bundle of 20,,,31.95,19.0
"Quorum Shade Toro 6"" * 50",Bundle of 20,,,38.95,23.0
"Quorum Shade Toro 6"" * 50",Single,,,2.66,2.0
"Quorum Shade Torpedo 6"" * 52",Bundle of 20,,,43.95,25.0
"Quorum Shade Tres Petit Corona 4""1/2 * 38",Bundle of 30,,,56.95,33.0
"Ramon Allones by AJ Fernandez Churchill 7"" * 50",Box of 20,,,250.95,143.0
"Ramon Allones by AJ Fernandez Churchill 7"" * 50",Single,,,12.6,8.0
"Ramon Allones by AJ Fernandez Robusto 5""1/2 * 50",Box of 20,,,214.95,122.0
"Ramon Allones by AJ Fernandez Robusto 5""1/2 * 50",Single,,,10.8,7.0
"Ramon Allones by AJ Fernandez Toro 6"" * 52",Box of 20,,,232.95,133.0
"Ramon Allones by AJ Fernandez Toro 6"" * 52",Single,,,11.7,7.0
"Ramon Allones by AJ Fernandez Torpedo 6""1/2 * 54",Box of 20,,,268.95,153.0
"Ramon Allones by AJ Fernandez Torpedo 6""1/2 * 54",Single,,,13.5,8.0
"Rancho Luna Habano Grande 7"" * 64",Box of 20,,,128.95,74.0
"Rancho Luna Habano Grande 7"" * 64",Single,,,6.85,4.0
"Rancho Luna Habano Grande 7"" * 70",Box of 20,,,139.95,80.0
"Rancho Luna Habano Grande 7"" * 70",Pack of 20,,,139.95,80.0
"Rancho Luna Habano Grande 7"" * 70",Single,,,7.45,5.0
"Rancho Luna Maduro Gordo 6""1/2 * 60",Box of 20,,,161.95,92.0
"Rancho Luna Maduro Toro 6"" * 50",Box of 20,,,134.95,77.0
"Recluse Amadeus Los Cabos Kanu No. 3 8"" * 58",Box of 20,,,224.95,128.0
"Recluse Amadeus Los Cabos Kanu No. 3 8"" * 58",Single,,,11.9,7.0
"Recluse Amadeus Los Cabos Robusto 5"" * 52",Box of 24,,,171.95,98.0
"Recluse Amadeus Los Cabos Robusto 5"" * 52",Single,,,7.6,5.0
"Recluse Amadeus Los Cabos Toro 6""1/4 * 50",Box of 24,,,182.95,104.0
"Recluse Amadeus Los Cabos Toro 6""1/4 * 50",Single,,,8.1,5.0
"Recluse Amadeus White Robusto 5"" * 52",Box of 24,,,171.95,98.0
"Recluse Amadeus White Robusto 5"" * 52",Single,,,7.6,5.0
"Recluse Amadeus White Tarantula 6"" * 60",Box of 24,,,215.95,123.0
"Recluse Amadeus White Tarantula 6"" * 60",Single,,,9.5,6.0
"Recluse Amadeus White Toro 6""1/4 * 50",Box of 24,,,193.95,110.0
"Recluse Amadeus White Toro 6""1/4 * 50",Single,,,8.55,5.0
"Recluse Draconian Sidewinder 3 7"" * 57",Box of 24,,,236.95,135.0
"Recluse Draconian Sidewinder 3 7"" * 57",Single,,,10.45,6.0
"Rocky Patel 15th Anniversary Robusto 5"" * 50",Box of 20,,,212.4,121.0
"Rocky Patel 15th Anniversary Robusto 5"" * 50",Single,,,11.25,7.0
"Rocky Patel 15th Anniversary Torpedo 6""1/8 * 52",Box of 20,,,241.2,137.0
"Rocky Patel 15th Anniversary Torpedo 6""1/8 * 52",Single,,,12.75,8.0
"Rocky Patel A.L.R. Robusto 5"" * 50",Box of 20,,,234.0,133.0
"Rocky Patel A.L.R. Sixty 6"" * 60",Box of 20,,,270.0,154.0
"Rocky Patel A.L.R. Toro 6"" * 52",Box of 20,,,252.0,143.0
"Rocky Patel A.L.R. Second Edition Robusto 5""1/2 * 52",Box of 20,,,258.3,147.0
"Rocky Patel A.L.R. Second Edition Robusto 5""1/2 * 52",Single,,,13.65,8.0
"Rocky Patel A.L.R. Second Edition Sixty 6"" * 60",Box of 20,,,297.9,169.0
"Rocky Patel A.L.R. Second Edition Sixty 6"" * 60",Single,,,15.75,9.0
"Rocky Patel A.L.R. Second Edition Toro 6""1/2 * 52",Box of 20,,,278.1,158.0
"Rocky Patel A.L.R. Second Edition Toro 6""1/2 * 52",Single,,,14.7,9.0
"Rocky Patel CSWC Mareva 5""1/8 * 42",Box of 10,,,82.8,47.0
"Rocky Patel Decade Lonsdale 6""1/2 * 44",Box of 20,,,210.6,120.0
"Rocky Patel Decade Lonsdale 6""1/2 * 44",Single,,,11.15,7.0
"Rocky Patel Decade Robusto 5"" * 50",Box of 20,,,210.6,120.0
"Rocky Patel Decade Robusto 5"" * 50",Single,,,11.15,7.0
"Rocky Patel Decade Toro 6""1/2 * 52",Box of 20,,,233.1,133.0
"Rocky Patel Decade Toro 6""1/2 * 52",Single,,,12.3,8.0
"Rocky Patel Decade Torpedo 6""1/2 * 52",Box of 20,,,242.1,138.0
"Rocky Patel Decade Torpedo 6""1/2 * 52",Single,,,12.8,8.0
"Rocky Patel Disciple Bala 5""3/4 * 58/50",Box of 20,,,226.8,129.0
"Rocky Patel Disciple Bala 5""3/4 * 58/50",Single,,,12.0,7.0
"Rocky Patel Disciple Half Corona 3""1/2 * 46",Box of 20,,,132.3,76.0
"Rocky Patel Disciple Half Corona 3""1/2 * 46",Single,,,7.0,5.0
"Rocky Patel Disciple Robusto 5"" * 50",Box of 20,,,198.9,113.0
"Rocky Patel Disciple Robusto 5"" * 50",Single,,,10.5,6.0
"Rocky Patel Disciple Sixty 6"" * 60",Box of 20,,,245.7,140.0
"Rocky Patel Disciple Sixty 6"" * 60",Single,,,13.0,8.0
"Rocky Patel Disciple Toro 6"" * 50",Box of 20,,,217.8,124.0
"Rocky Patel Disciple Toro 6"" * 50",Single,,,11.5,7.0
"Rocky Patel Fifty Toro  6""1/2 * 52",Box of 10,,,207.9,118.0
"Rocky Patel Fifty Toro  6""1/2 * 52",Single,,,21.95,13.0
"Rocky Patel Fifty-Five Corona 4"" * 55",Box of 20,,,193.5,110.0
"Rocky Patel Fifty-Five Corona 4"" * 55",Single,,,10.25,6.0
"Rocky Patel Fifty-Five Robusto 5""1/2 * 55",Box of 20,,,215.1,122.0
"Rocky Patel Fifty-Five Robusto 5""1/2 * 55",Single,,,11.35,7.0
"Rocky Patel Fifty-Five Titan 8"" * 55",Box of 20,,,281.7,160.0
"Rocky Patel Fifty-Five Toro 6""1/2 * 55",Box of 20,,,237.6,135.0
"Rocky Patel Fifty-Five Toro 6""1/2 * 55",Single,,,12.55,8.0
"Rocky Patel Freedom Maduro Robusto 5""1/2 * 50",Box of 20,,,103.95,59.0
"Rocky Patel Freedom Maduro Robusto 5""1/2 * 50",Single,,,5.5,4.0
"Rocky Patel Freedom Maduro Sixty 6"" * 60",Box of 20,,,123.95,71.0
"Rocky Patel Freedom Maduro Sixty 6"" * 60",Single,,,6.6,4.0
"Rocky Patel Freedom Maduro Toro 6"" * 52",Box of 20,,,113.95,65.0
"Rocky Patel Freedom Maduro Toro 6"" * 52",Single,,,6.05,4.0
"Rocky Patel Grand Reserve Robusto 5""1/2 * 50",Box of 10,,,113.4,65.0
"Rocky Patel Grand Reserve Robusto 5""1/2 * 50",Single,,,12.0,7.0
"Rocky Patel Grand Reserve Sixty 6"" * 60",Box of 10,,,132.3,76.0
"Rocky Patel Grand Reserve Sixty 6"" * 60",Single,,,14.0,8.0
"Rocky Patel Grand Reserve Toro 6"" * 52",Box of 10,,,122.85,70.0
"Rocky Patel Grand Reserve Toro 6"" * 52",Single,,,13.0,8.0
"Rocky Patel Hamlet 2020 Robusto 5""1/2 * 50",Box of 20,,,198.9,113.0
"Rocky Patel Hamlet 2020 Robusto 5""1/2 * 50",Single,,,10.5,6.0
"Rocky Patel Hamlet 2020 Sixty 6"" * 60",Box of 20,,,236.7,135.0
"Rocky Patel Hamlet 2020 Sixty 6"" * 60",Single,,,12.5,8.0
"Rocky Patel Hamlet 2020 Toro 6""1/2 * 52",Box of 20,,,217.8,124.0
"Rocky Patel Hamlet 2020 Toro 6""1/2 * 52",Single,,,11.5,7.0
"Rocky Patel Hamlet Liberation Toro 6""1/2 * 55",Box of 10,,,116.1,66.0
"Rocky Patel Hamlet Liberation Toro 6""1/2 * 55",Single,,,12.25,7.0
"Rocky Patel Hamlet Tabaquero Bala 5""3/4 * 50 * 58",Box of 20,,,189.0,108.0
"Rocky Patel Hamlet Tabaquero Corona 5""1/2 * 42",Box of 20,,,162.0,92.0
"Rocky Patel Hamlet Tabaquero Culebra 8"" * 40/44",Single,,,34.02,20.0
"Rocky Patel Hamlet Tabaquero Robusto 5"" * 50",Box of 20,,,174.6,99.0
"Rocky Patel Hamlet Tabaquero Robusto Grande 5"" * 54",Box of 20,,,180.0,103.0
"Rocky Patel Hamlet Tabaquero Salomon 7""5/8 * 58",Box of 10,,,99.0,57.0
"Rocky Patel Hamlet Tabaquero Salomon 7""5/8 * 58",Single,,,10.45,6.0
"Rocky Patel Hamlet Tabaquero Toro 6"" * 52",Box of 20,,,180.0,103.0
"Rocky Patel LB1 Robusto 5""1/2 * 50",Box of 20,,,174.6,99.0
"Rocky Patel LB1 Robusto 5""1/2 * 50",Single,,,9.25,6.0
"Rocky Patel Martinique TAA Toro 6"" * 52",Box of 10,,,80.0,46.0
"Rocky Patel Number 6 Corona 6"" * 44",Box of 20,,,177.3,101.0
"Rocky Patel Number 6 Corona 6"" * 44",Single,,,9.35,6.0
"Rocky Patel Olde World Reserve Corojo Robusto 5""1/2 * 54",Box of 20,,,183.6,105.0
"Rocky Patel Olde World Reserve Corojo Robusto 5""1/2 * 54",Single,,,9.7,6.0
"Rocky Patel Olde World Reserve Corojo Sixty 6"" * 60",Box of 20,,,223.2,127.0
"Rocky Patel Olde World Reserve Corojo Sixty 6"" * 60",Single,,,11.8,7.0
"Rocky Patel Olde World Reserve Corojo Toro 6""1/2 * 52",Box of 20,,,203.4,116.0
"Rocky Patel Olde World Reserve Corojo Toro 6""1/2 * 52",Single,,,10.75,7.0
"Rocky Patel Olde World Reserve Maduro Robusto 5""1/2 * 54",Box of 20,,,210.6,120.0
"Rocky Patel Olde World Reserve Maduro Robusto 5""1/2 * 54",Single,,,11.15,7.0
"Rocky Patel Olde World Reserve Maduro Sixty 6"" * 60",Box of 20,,,223.2,127.0
"Rocky Patel Olde World Reserve Maduro Sixty 6"" * 60",Single,,,11.8,7.0
"Rocky Patel Olde World Reserve Maduro Toro 6""1/2 * 52",Box of 20,,,203.4,116.0
"Rocky Patel Olde World Reserve Maduro Toro 6""1/2 * 52",Single,,,10.75,7.0
"Rocky Patel Quarter Century Robusto 5""1/2 * 50",Box of 20,,,236.7,135.0
"Rocky Patel Quarter Century Robusto 5""1/2 * 50",Single,,,12.5,8.0
"Rocky Patel Quarter Century Sixty 6"" * 60",Box of 20,,,274.5,156.0
"Rocky Patel Quarter Century Sixty 6"" * 60",Single,,,14.5,9.0
"Rocky Patel Quarter Century Toro 6""1/2 * 52",Box of 20,,,255.6,145.0
"Rocky Patel Quarter Century Toro 6""1/2 * 52",Single,,,13.5,8.0
"Rocky Patel Royale Colossal 7"" * 62",Box of 20,,,259.2,147.0
"Rocky Patel Royale Robusto 5"" * 52",Box of 20,,,200.7,114.0
"Rocky Patel Royale Robusto 5"" * 52",Single,,,10.6,7.0
"Rocky Patel Royale Toro 6""1/2 * 54",Box of 20,,,210.6,120.0
"Rocky Patel Royale Toro 6""1/2 * 54",Single,,,11.15,7.0
"Rocky Patel Sun Grown Maduro Robusto 5"" * 50",Box of 20,,,192.6,110.0
"Rocky Patel Sun Grown Maduro Robusto 5"" * 50",Single,,,10.2,6.0
"Rocky Patel Sun Grown Maduro Sixty 6"" * 60",Box of 20,,,233.1,133.0
"Rocky Patel Sun Grown Maduro Sixty 6"" * 60",Single,,,12.3,8.0
"Rocky Patel Sun Grown Maduro Toro 6"" * 52",Box of 20,,,197.1,112.0
"Rocky Patel Sun Grown Maduro Toro 6"" * 52",Single,,,10.4,6.0
"Rocky Patel TAA Exclusivo 2020 Toro 6"" * 52",Box of 20,,,225.95,129.0
"Rocky Patel TAA Exclusivo 2020 Toro 6"" * 52",Single,,,11.25,7.0
"Rocky Patel The Edge A-10 Robusto 5""1/2 * 50",Box of 20,,,149.4,85.0
"Rocky Patel The Edge A-10 Robusto 5""1/2 * 50",Single,,,7.9,5.0
"Rocky Patel The Edge A-10 Toro 6"" * 52",Box of 20,,,170.1,97.0
"Rocky Patel The Edge A-10 Toro 6"" * 52",Single,,,9.0,6.0
"Rocky Patel The Edge Connecticut Battalion 6"" * 60",Box of 20,,,185.4,106.0
"Rocky Patel The Edge Connecticut Battalion 6"" * 60",Single,,,9.8,6.0
"Rocky Patel The Edge Connecticut Robusto 5""1/2 * 50",Box of 50,,,351.0,199.0
"Rocky Patel The Edge Connecticut Robusto 5""1/2 * 50",Single,,,7.45,5.0
"Rocky Patel The Edge Connecticut Toro 6"" * 52",Box of 50,,,389.25,221.0
"Rocky Patel The Edge Connecticut Toro 6"" * 52",Box of 20,,,155.7,89.0
"Rocky Patel The Edge Connecticut Toro 6"" * 52",Single,,,8.25,5.0
"Rocky Patel The Edge Connecticut Torpedo 6"" * 52",Box of 20,,,160.2,91.0
"Rocky Patel The Edge Connecticut Torpedo 6"" * 52",Single,,,8.45,5.0
"Rocky Patel The Edge Corojo Missile 5"" * 48",Box of 25,,,164.25,94.0
"Rocky Patel The Edge Corojo Missile 5"" * 48",Single,,,6.95,4.0
"Rocky Patel The Edge Corojo Toro 6"" * 52",Box of 100,,,711.0,403.0
"Rocky Patel The Edge Corojo Toro 6"" * 52",Box of 20,,,142.2,81.0
"Rocky Patel The Edge Corojo Toro 6"" * 52",Single,,,7.5,5.0
"Rocky Patel The Edge Corojo Torpedo 6"" * 52",Box of 100,,,738.0,419.0
"Rocky Patel The Edge Corojo Torpedo 6"" * 52",Box of 20,,,147.6,84.0
"Rocky Patel The Edge Corojo Torpedo 6"" * 52",Single,,,7.8,5.0
"Rocky Patel The Edge Habano Toro 6"" * 52",Box of 20,,,142.2,81.0
"Rocky Patel The Edge Habano Torpedo 6"" * 52",Box of 100,,,738.0,419.0
"Rocky Patel The Edge Habano Torpedo 6"" * 52",Box of 20,,,147.6,84.0
"Rocky Patel The Edge Habano Torpedo 6"" * 52",Single,,,7.8,5.0
"Rocky Patel The Edge Maduro Battalion 6"" * 60",Box of 20,,,185.4,106.0
"Rocky Patel The Edge Maduro Battalion 6"" * 60",Single,,,9.8,6.0
"Rocky Patel The Edge Maduro Howitzer 7"" * 70",Box of 10,,,112.5,64.0
"Rocky Patel The Edge Maduro Howitzer 7"" * 70",Single,,,11.9,7.0
"Rocky Patel The Edge Maduro Missile 5"" * 48",Box of 25,,,164.25,94.0
"Rocky Patel The Edge Maduro Missile 5"" * 48",Single,,,6.95,4.0
"Rocky Patel The Edge Maduro Toro 6"" * 52",Box of 100,,,711.0,403.0
"Rocky Patel The Edge Maduro Toro 6"" * 52",Box of 20,,,142.2,81.0
"Rocky Patel The Edge Maduro Toro 6"" * 52",Single,,,7.5,5.0
