Product,ProductType,IH,CH,NT,PrecioAComprar
Alec Bradley - Blind Faith Gordo,20 Box,,126.0,,72.0
Alec Bradley - Blind Faith Robusto,20 Box,,117.0,,67.0
Alec Bradley - Blind Faith Toro,20 Box,,121.0,,69.0
Alec Bradley - Coyol Robusto,20 Box,,113.0,,65.0
Alec Bradley - Gatekeeper Corona,24 Box,,124.0,,71.0
Alec Bradley - Gatekeeper Gordo,20 Box,,133.0,,76.0
Alec Bradley - Gatekeeper Gordo,24 Box,,151.0,,86.0
Alec Bradley - Gatekeeper Robusto,20 Box,,120.0,,69.0
Alec Bradley - Gatekeeper Robusto,24 Box,,136.0,,78.0
Alec Bradley - Gatekeeper Toro,20 Box,,130.0,,74.0
Alec Bradley - Gatekeeper Toro,24 Box,,151.0,,86.0
Alec Bradley - Magic Toast Chunk,20 Box,,117.0,,67.0
Alec Bradley - Magic Toast Gordo,20 Box,,126.0,,72.0
Alec Bradley - Magic Toast Robusto,20 Box,,127.0,,72.0
Alec Bradley - Magic Toast Toro,20 Box,,119.0,,68.0
Alec Bradley - Maxx Culture,20 Box,,106.0,,61.0
Alec Bradley - Maxx Nano,20 Box,,93.0,,53.0
Alec Bradley - Maxx Super Freak,20 Box,,135.0,,77.0
Alec Bradley - Maxx Super Freak,24 Box,,149.0,,85.0
Alec Bradley - Maxx The Culture,20 Box,,106.0,,61.0
Alec Bradley - Medalist Churchill,10 Box,,77.0,,44.0
Alec Bradley - Medalist Churchill,24 Box,,124.0,,71.0
Alec Bradley - Medalist Gordo,10 Box,,78.0,,45.0
Alec Bradley - Medalist Gordo,24 Box,,125.0,,71.0
Alec Bradley - Medalist Robusto,10 Box,,74.0,,42.0
Alec Bradley - Medalist Robusto,24 Box,,117.0,,67.0
Alec Bradley - Medalist Toro,10 Box,,76.0,,44.0
Alec Bradley - Medalist Toro,24 Box,,121.0,,69.0
Alec Bradley - Mundial Punta Lanza No.4,10 Box,,90.0,,52.0
Alec Bradley - Mundial Punta Lanza No.5,10 Box,,98.0,,56.0
Alec Bradley - Mundial Punta Lanza No.6,10 Box,,115.0,,66.0
Alec Bradley - Mundial Punta Lanza No.6,20 Box,,157.0,,89.0
Alec Bradley - Mundial Punta Lanza No.7,10 Box,,116.0,,66.0
Alec Bradley - Mundial Punta Lanza No.7,20 Box,,175.0,,100.0
Alec Bradley - Mundial Punta Lanza No.8,10 Box,,111.0,,63.0
Alec Bradley - Mundial Punta Lanza No.8,20 Box,,166.0,,95.0
Alec Bradley - Nica Puro Diamond,16 Box,,119.0,,68.0
Alec Bradley - Nica Puro Rosado Toro,20 Box,,130.0,,74.0
Alec Bradley - Post Embargo Gordo,20 Box,,126.0,,72.0
Alec Bradley - Post Embargo Toro,20 Box,,128.0,,73.0
Alec Bradley - Prensado Churchill,20 Box,,124.0,,71.0
Alec Bradley - Prensado Double T,20 Box,,127.0,,72.0
Alec Bradley - Prensado Gran Toro,20 Box,,124.0,,71.0
Alec Bradley - Prensado Lost Art Churchill,20 Box,,122.0,,70.0
Alec Bradley - Prensado Lost Art Double T,20 Box,,124.0,,71.0
Alec Bradley - Prensado Lost Art Gran Toro,20 Box,,120.0,,69.0
Alec Bradley - Prensado Lost Art Robusto,20 Box,,115.0,,66.0
Alec Bradley - Prensado Lost Art Torpedo,20 Box,,123.0,,70.0
Alec Bradley - Prensado Robusto,20 Box,,131.0,,75.0
Alec Bradley - Prensado Torpedo,20 Box,,130.0,,74.0
Alec Bradley - Project 40 Churchill,20 Box,,112.0,,64.0
Alec Bradley - Project 40 Churchill,24 Box,,123.0,,70.0
Alec Bradley - Project 40 Gordo,20 Box,,113.0,,65.0
Alec Bradley - Project 40 Gordo,24 Box,,123.0,,70.0
Alec Bradley - Project 40 Robusto,20 Box,,103.0,,59.0
Alec Bradley - Project 40 Robusto,24 Box,,111.0,,63.0
Alec Bradley - Project 40 Toro,20 Box,,108.0,,62.0
Alec Bradley - Project 40 Toro,24 Box,,117.0,,67.0
Alec Bradley - Tempus Magistri,20 Box,,141.0,,80.0
Alec Bradley - Tempus Natural Centuria,20 Box,,127.0,,72.0
Alec Bradley - Tempus Natural Genesis,20 Box,,112.0,,64.0
Alec Bradley - Tempus Natural Imperator,20 Box,,123.0,,70.0
Alec Bradley - Tempus Natural Magnus,20 Box,,122.0,,70.0
Alec Bradley - Tempus Natural Medius 6,20 Box,,117.0,,67.0
Alec Bradley - Tempus Natural Terra Novo,20 Box,,113.0,,65.0
Alec Bradley - Tempus Nica Magnus,20 Box,,124.0,,71.0
Alec Bradley - Tempus Nica Medius 6,20 Box,,122.0,,70.0
Alec Bradley - Tempus Nicaragua Terra Novo,20 Box,,119.0,,68.0
Alec Bradley - Texas Lancero,10 Box,,89.0,,51.0
Alec Bradley - Texas Lancero,50 Box,,260.0,,148.0
Ambrosia - Mother Earth,24 Box,,136.0,,78.0
Ambrosia - Nectar,24 Box,,123.0,,70.0
Ambrosia - Spice,24 Box,,134.0,,76.0
Ambrosia - Triple Corona,24 Box,,136.0,,78.0
Ambrosia - Vann Reef,24 Box,,134.0,,76.0
Arturo Fuente - Fuente Fuente Opus X 2020 Arena d'Amor,20 Box,,1350.0,,765.0
Arturo Fuente - Fuente Fuente OpusX 2020 Sol d'Amor,20 Box,,1427.0,,809.0
Arturo Fuente - Fuente Fuente OpusX 2020 Viento d'Amor,20 Box,,1521.0,,862.0
Balmoral - Anejo XO Gran Perfecto FT,10 Box,,171.0,,97.0
Balmoral - Anejo XO Gran Perfecto FT,10 Box,,171.0,,97.0
Camacho - American Barrel Aged Toro,20 Box,,245.0,,139.0
Camacho - Corojo Monarca,25 Box,,157.0,,89.0
Camacho - Criollo Figurado,20 Box,,188.0,,107.0
Camacho - Liberty 2005 Throwback,20 Box,,184.0,,105.0
Camacho - Liberty 2019,20 Box,,270.0,,154.0
Camacho - Powerband Gordo,20 Box,,167.0,,95.0
Camacho - Powerband Robusto,20 Box,,145.0,,83.0
Deadwood - Crazy Alice,10 Box,,114.0,,65.0
Deadwood - Fat Bottom Betty,10 Box,,112.0,,64.0
Deadwood - Fat Bottom Betty Gordito,10 Box,,122.0,,70.0
Deadwood - Fat Bottom Betty Robusto,10 Box,,118.0,,67.0
Deadwood - Fat Bottom Betty Toro,10 Box,,126.0,,72.0
Deadwood - Leather Rose Torpedo,24 Box,,186.0,,106.0
Deadwood - Sweet Jane,24 Box,,172.0,,98.0
Don Pepin Garcia Cuban Classic - 2001,20 Box,,150.0,,86.0
Don Pepin Garcia Series JJ - Toro,20 Box,,186.0,,106.0
Drew Estate - Isla Del Sol Maduro,50 Box,,116.0,,66.0
Drew Estate - Isla Del Sol Sun Blessed,50 Box,,116.0,,66.0
Drew Estate - Larutan,50 Box,,144.0,,82.0
Drew Estate - Undercrown Sun Grown,50 Box,,144.0,,82.0
E P Carrillo - Capa De Sol Exclusivos,20 Box,,136.0,,78.0
E P Carrillo - Capa Del Sol Habano Robusto Royal,20 Box,,129.0,,74.0
E P Carrillo - Capa Del Sol Sultan,20 Box,,148.0,,84.0
E P Carrillo - Core Plus Maduro Golosos,20 Box,,140.0,,80.0
E P Carrillo - Core Plus Natural Churchill Especial No. 7,20 Box,,126.0,,72.0
E P Carrillo - Dusk Solidos,20 Box,,141.0,,80.0
E P Carrillo - Elencos Acto Mayor,20 Box,,138.0,,79.0
E P Carrillo - Elencos Don Rubino,20 Box,,127.0,,72.0
E P Carrillo - Encore Celestial,10 Box,,106.0,,61.0
E P Carrillo - Encore El Primero,10 Box,,110.0,,63.0
E P Carrillo - Encore Valiente,10 Box,,109.0,,62.0
E P Carrillo - Inch Natural No. 60,24 Box,,166.0,,95.0
E P Carrillo - INCH Ring Master,20 Box,,223.0,,127.0
E P Carrillo - La Historia Dona Elena,10 Box,,101.0,,58.0
E P Carrillo - La Historia E-III,10 Box,,102.0,,58.0
E P Carrillo - La Historia Regalias D'Celia Piramides,10 Box,,102.0,,58.0
E P Carrillo - New Wave Connecticut Brillantes,10 Box,,108.0,,62.0
E P Carrillo - New Wave Connecticut Divinos,10 Box,,119.0,,68.0
E P Carrillo - New Wave Connecticut El Decano,20 Box,,138.0,,79.0
E P Carrillo - New Wave Connecticut Gran Via,20 Box,,128.0,,73.0
E P Carrillo - New Wave Connecticut Reserva Inmensos,20 Box,,140.0,,80.0
E P Carrillo - New Wave Reserva Belicoso de Oro,20 Box,,130.0,,74.0
E P Carrillo - New Wave Reserva Robusto,20 Box,,121.0,,69.0
E P Carrillo - Original Rebel Maverick 56,10 Box,,101.0,,58.0
E P Carrillo - Pledge Sojorn Toro,10 Box,,102.0,,58.0
E P Carrillo - Seleccion Oscuro  Piramides Royal,20 Box,,136.0,,78.0
E P Carrillo - Seleccion Oscuro Especial No. 6,20 Box,,135.0,,77.0
E P Carrillo - Seleccion Oscuro Small Churchill,20 Box,,127.0,,72.0
E P Carrillo - TLA 10MO Avinersario Figurado,20 Box,,320.0,,182.0
Flor De Las Antillas - Belicosos,20 Box,,152.0,,87.0
Flor De Las Antillas - Maduro Petit Robusto,20 Box,,137.0,,78.0
Flor De Las Antillas - Maduro Torpedo,20 Box,,157.0,,89.0
Flor De Las Antillas - Toro,20 Box,,158.0,,90.0
Florida Sun Grown - Belicoso,20 Box,,215.0,,122.0
Florida Sun Grown - Robusto,20 Box,,215.0,,122.0
Florida Sun Grown - Sixty,20 Box,,223.0,,127.0
Florida Sun Grown - Toro,20 Box,,215.0,,122.0
Florida Sun Grown - Toro Ltd,10 Box,,135.0,,77.0
Gurkha - Cellar Reserve Edicion Especial Solara - Bundle,20 Box,,210.0,,120.0
Gurkha - Triad bundle,25 Box,,1535.0,,870.0
Gurkha - Triad Natural,20 Box,,1230.0,,697.0
Herrera Esteli - Norteno Lancero Edicion Limitada,15 Box,,210.0,,120.0
Hirochi Robaina - Belicosos,20 Box,,365.0,,207.0
Hirochi Robaina - Hermoso,20 Box,,341.0,,194.0
Hirochi Robaina - Sublime,20 Box,,402.0,,228.0
Hirochi Robaina - Toro,20 Box,,384.0,,218.0
illusione - 1,15 Box,,253.0,,144.0
illusione - 2,25 Box,,206.0,,117.0
illusione - 33,14 Box,,94.0,,54.0
illusione - 4/2G,25 Box,,235.0,,134.0
illusione - 88 Candela,25 Box,,162.0,,92.0
illusione - 888,25 Box,,216.0,,123.0
illusione - 888 Candela,25 Box,,182.0,,104.0
illusione - 888 Maduro,25 Box,,182.0,,104.0
illusione - Cigars Prive box pressed toro maduro,25 Box,,184.0,,105.0
illusione - ECCJ Corona Gorda,15 Box,,162.0,,92.0
illusione - ECCJ Robusto Extra,15 Box,,154.0,,88.0
illusione - Epernay D'Aosta Epernay,10 Box,,135.0,,77.0
illusione - Epernay La Petit,50 Box,,253.0,,144.0
illusione - Epernay La Vie,25 Box,,222.0,,126.0
illusione - Epernay Le Elegance,25 Box,,150.0,,86.0
illusione - Epernay Le Matin,25 Box,,210.0,,120.0
illusione - Epernay Le Monde,25 Box,,222.0,,126.0
illusione - Epernay Le Taureau,25 Box,,210.0,,120.0
illusione - Epernay Le Voyage,5 Box,,102.0,,58.0
illusione - F9,25 Box,,190.0,,108.0
illusione - Fume D'Amour Comcepcions,25 Box,,191.0,,109.0
illusione - Fume D'Amour Juriperos,25 Box,,188.0,,107.0
illusione - Garagiste Gordo,20 Box,,155.0,,88.0
illusione - Garagiste Robusto,20 Box,,122.0,,70.0
illusione - Garagiste Short Robusto,20 Box,,152.0,,87.0
illusione - Garagiste Toro,20 Box,,172.0,,98.0
illusione - Gigantes Connecticut,50 Box,,322.0,,183.0
illusione - Haut Churchill,12 Box,,163.0,,93.0
illusione - Haut Toro,12 Box,,176.0,,100.0
illusione - HL,25 Box,,221.0,,126.0
illusione - HL Candela,25 Box,,186.0,,106.0
illusione - HL Maduro,25 Box,,186.0,,106.0
illusione - La Grande Classe REX,25 Box,,119.0,,68.0
illusione - Maduro 68,25 Box,,156.0,,89.0
illusione - Maduro 88,25 Box,,208.0,,118.0
illusione - Maduro CG4,25 Box,,182.0,,104.0
illusione - Maduro MJ12,20 Box,,183.0,,104.0
illusione - MJ12,20 Box,,176.0,,100.0
illusione - Oneoff Pyramides,10 Box,,156.0,,89.0
illusione - Rothchildes,50 Box,,191.0,,109.0
illusione - Rothchildes Connecticut,50 Box,,223.0,,127.0
illusione - Singulare Anunnaki,15 Box,,178.0,,101.0
illusione - Singulare Kadosh,30 Box,,234.0,,133.0
illusione - Singulare Miserere,15 Box,,180.0,,103.0
illusione - Singulare Seven Horns,15 Box,,214.0,,122.0
illusione - Slam 4/2G,25 Box,,222.0,,126.0
illusione - Slam 888,25 Box,,215.0,,122.0
illusione - Ultra Op No.3,20 Box,,156.0,,89.0
illusione - Ultra OP. No.1,20 Box,,196.0,,112.0
illusione - Ultra OP. No.7,20 Box,,178.0,,101.0
illusione - Ultra OP. No.8,20 Box,,183.0,,104.0
illusione - Ultra OP. No.9,20 Box,,174.0,,99.0
Jaime Garcia Reserva Especial - Toro Gordo,20 Box,,133.0,,76.0
Joya - Antano Gran Reserva Belicoso,20 Box,,136.0,,78.0
Joya - Antano Gran Reserva Consul,20 Box,,145.0,,83.0
Joya - Antano Gran Reserva Robusto Grande,20 Box,,121.0,,69.0
Joya - Black Doble Robusto,20 Box,,101.0,,58.0
Joya - Black Nocturno,20 Box,,87.0,,50.0
Joya - Cabinetta Churchill,20 Box,,114.0,,65.0
Joya - De Nicaragua Antano 1970 Lancero,20 Box,,119.0,,68.0
Joya - De Nicaragua Antano Belicoso,20 Box,,116.0,,66.0
Joya - De Nicaragua Antano Churchill,20 Box,,117.0,,67.0
Joya - De Nicaragua Antano Machito,20 Box,,78.0,,45.0
Joya - De Nicaragua Clasico Churchilll,25 Box,,109.0,,62.0
Joya - De Nicaragua Clasico Robusto,25 Box,,94.0,,54.0
Joya - De Nicaragua Clasico Torpedo,25 Box,,109.0,,62.0
Joya - De Nicaragua Numero Uno Le Premier,25 Box,,295.0,,168.0
Joya - Red Half Corona,20 Box,,60.0,,35.0
Joya - Silver Corona,20 Box,,87.0,,50.0
Joya - Silver Robusto,20 Box,,98.0,,56.0
Joya - Silver Toro,20 Box,,111.0,,63.0
Joya - Silver Ultra,20 Box,,87.0,,50.0
Kentucky Fire Cured - Chunky,10 Box,,79.0,,45.0
Kentucky Fire Cured - Delfinas,18 Box,,75.0,,43.0
Kentucky Fire Cured - Fat Molly,10 Box,,94.0,,54.0
Kentucky Fire Cured - Flying Pig,12 Box,,104.0,,59.0
Kentucky Fire Cured - Hamhocks,10 Box,,87.0,,50.0
Kentucky Fire Cured - Kyotos,10 Box,,69.0,,40.0
Kentucky Fire Cured - Ponies,50 Box,,97.0,,56.0
Kentucky Fire Cured - Swamp Rat,10 Box,,90.0,,52.0
Kentucky Fire Cured - Swamp Thang Robusto,10 Box,,86.0,,49.0
Kentucky Fire Sweets - Fat Molly,10 Box,,88.0,,50.0
La Galera - Connecticut Bonchero No.4,20 Box,,106.0,,61.0
La Vieja Habana - Cuban Corojo Gordito Rico,16 Box,,75.0,,43.0
Larutan - Clean Robusto,24 Box,,131.0,,75.0
Larutan - Elixir 5-50,18 Box,,122.0,,70.0
Larutan - English,12 Box,,78.0,,45.0
Larutan - Jucy Lucy,40 Box,,139.0,,79.0
Larutan - NDB,12 Box,,72.0,,41.0
Larutan - Root,12 Box,,79.0,,45.0
Larutan - Root Deluxe,10 Box,,87.0,,50.0
LAtelier - Extension Dela Racine,20 Box,,148.0,,84.0
LAtelier - Lat 46 Corona Gorda,20 Box,,138.0,,79.0
LAtelier - Lat 54,15 Box,,110.0,,63.0
LAtelier - Lat 56,15 Box,,118.0,,67.0
LAtelier - Maduro Mad 44,20 Box,,113.0,,65.0
LAtelier - Maduro Mad 56,20 Box,,148.0,,84.0
Liga - Privada No 9 Belicoso,24 Box,,238.0,,135.0
Liga - Privada No 9 Corona Doble,24 Box,,268.0,,152.0
Liga - Privada No 9 Corona Viva,24 Box,,238.0,,135.0
Liga - Privada No 9 Flying Pig,12 Box,,146.0,,83.0
Liga - Privada No 9 Petit Corona,24 Box,,235.0,,134.0
Liga - Privada No 9 Robusto,24 Box,,241.0,,137.0
Liga - Privada No 9 Short Panatela,24 Box,,229.0,,130.0
Liga - Privada No 9 Toro,24 Box,,238.0,,135.0
Liga - Privada No 9 Toro Oscuro,24 Box,,237.0,,135.0
Liga - Privada No.9 Cigar Tasting Sampler,5 Box,,94.0,,54.0
Liga - Privada No.9 Corona Doble,12 Box,,147.0,,84.0
Liga - Privada No.9 Various 5 Cigar Tasting Sampler,5 Box,,89.0,,51.0
Liga - Privada T52 Belicoso,12 Box,,140.0,,80.0
Liga - Privada T52 Belicoso,24 Box,,244.0,,139.0
Liga - Privada T52 Corona Doble,12 Box,,141.0,,80.0
Liga - Privada T52 Corona Doble,24 Box,,268.0,,152.0
Liga - Privada T52 Corona Viva,24 Box,,238.0,,135.0
Liga - Privada T52 Petit Corona,24 Box,,229.0,,130.0
Liga - Privada T52 Robusto,12 Box,,130.0,,74.0
Liga - Privada T52 Robusto,24 Box,,235.0,,134.0
Liga - Privada T52 Short Panatela,24 Box,,229.0,,130.0
Liga - Privada T52 Toro,12 Box,,139.0,,79.0
Liga - Privada T52 Toro,24 Box,,244.0,,139.0
Liga - Privada T52 Toro Tubo,10 Box,,139.0,,79.0
Liga - Privada T52 Various 5 Cigar Tasting Sampler,5 Box,,93.0,,53.0
Liga - Privada Unico Serie Dirty Rat,12 Box,,136.0,,78.0
Liga - Privada Unico Serie L40,15 Box,,154.0,,88.0
Liga - Privada Unico Serie Nasty Fritas,50 Box,,194.0,,110.0
Liga - Privada Unico Serie Papas Fritas,28 Box,,162.0,,92.0
Liga - Privada Unico Serie Papas Fritas,50 Box,,194.0,,110.0
Liga - Privada Unico Serie Ratzilla,10 Box,,124.0,,71.0
Liga - Privada Unico Serie Velvet Rat,10 Box,,124.0,,71.0
Liga - Privada Unico Serie Year of Tiger,8 Box,,195.0,,111.0
Liga - Undercrown 10 Corona Doble,20 Box,,169.0,,96.0
Liga - Undercrown 10 Corona Viva,20 Box,,150.0,,86.0
Liga - Undercrown 10 Robusto,20 Box,,155.0,,88.0
Liga - Undercrown 10 Toro,20 Box,,163.0,,93.0
Liga - Undercrown Belicoso,25 Box,,158.0,,90.0
Liga - Undercrown Belicoso 6 x 52,12 Box,,99.0,,57.0
Liga - Undercrown Churchill 7 x 48,25 Box,,157.0,,89.0
Liga - Undercrown Corona,12 Box,,86.0,,49.0
Liga - Undercrown Corona Doble 7 x 54,12 Box,,103.0,,59.0
Liga - Undercrown Corona Viva 5 5/8 x 46,12 Box,,165.0,,94.0
Liga - Undercrown Dogma,10 Box,,103.0,,59.0
Liga - Undercrown Gordito 6 x 60,12 Box,,111.0,,63.0
Liga - Undercrown Gordito 6 x 60,25 Box,,167.0,,95.0
Liga - Undercrown Gran Toro 6 x 52,12 Box,,139.0,,79.0
Liga - Undercrown Limited Edition Flying Pig Collection,3x3 Box,,176.0,,100.0
Liga - Undercrown Maduro Churchill,25 Box,,172.0,,98.0
Liga - Undercrown Maduro Corona Doble,25 Box,,165.0,,94.0
Liga - Undercrown Maduro Corona Viva,25 Box,,140.0,,80.0
Liga - Undercrown Maduro Dogma,10 Box,,97.0,,56.0
Liga - Undercrown Maduro Dogma,50 Box,,276.0,,157.0
Liga - Undercrown Maduro Gordito,25 Box,,184.0,,105.0
Liga - Undercrown Maduro Gran Toro,12 Box,,90.0,,52.0
Liga - Undercrown Maduro Gran Toro,25 Box,,149.0,,85.0
Liga - Undercrown Maduro Robusto,12 Box,,92.0,,53.0
Liga - Undercrown Robusto,12 Box,,92.0,,53.0
Liga - Undercrown Robusto,25 Box,,143.0,,82.0
Liga - Undercrown Shade Belicoso,12 Box,,103.0,,59.0
Liga - Undercrown Shade Belicoso,25 Box,,134.0,,76.0
Liga - Undercrown Shade Churchill,12 Box,,102.0,,58.0
Liga - Undercrown Shade Churchill,25 Box,,169.0,,96.0
Liga - Undercrown Shade Flying Pig,12 Box,,109.0,,62.0
Liga - Undercrown Shade Gordito,12 Box,,167.0,,95.0
Liga - Undercrown Shade Gran Toro,12 Box,,100.0,,57.0
Liga - Undercrown Shade Gran Toro,25 Box,,167.0,,95.0
Liga - Undercrown Shade Suprema Perfecto,5 Box,,72.0,,41.0
Liga - Undercrown ShadyXX,10 Box,,103.0,,59.0
Liga - Undercrown Sun Grown Belicoso,12 Box,,103.0,,59.0
Liga - Undercrown Sun Grown Belicoso,25 Box,,165.0,,94.0
Liga - Undercrown Sun Grown Corona,12 Box,,94.0,,54.0
Liga - Undercrown Sun Grown Corona Doble,12 Box,,106.0,,61.0
Liga - Undercrown Sun Grown Corona Doble,25 Box,,171.0,,97.0
Liga - Undercrown Sun Grown Dogma,24 Box,,154.0,,88.0
Liga - Undercrown Sun Grown Gordito,12 Box,,111.0,,63.0
Liga - Undercrown Sun Grown Gordito,25 Box,,181.0,,103.0
Liga - Undercrown Sun Grown Grand Toro,12 Box,,100.0,,57.0
Liga - Undercrown Sun Grown Grand Toro,25 Box,,149.0,,85.0
Liga - Undercrown Sun Grown Robusto,12 Box,,97.0,,56.0
Muwat - 4 x 44 Bait Fish,25 Box,,130.0,,74.0
Muwat - 4.50 x 50 NightCrawler,10 Box,,69.0,,40.0
Muwat - 5 x 60,10 Box,,79.0,,45.0
Muwat - 5.50 x 52 + 11,10 Box,,73.0,,42.0
Muwat - 6 x 60,10 Box,,87.0,,50.0
Muwat - 7 x 60,10 Box,,91.0,,52.0
Muwat - 7 x 70,10 Box,,97.0,,56.0
Nica Rustica - Belly,12 Box,,88.0,,50.0
Nica Rustica - Belly,25 Box,,184.0,,105.0
Nica Rustica - Brujito,12 Box,,82.0,,47.0
Nica Rustica - Brujito,50 Box,,312.0,,177.0
Nica Rustica - El Brujito,12 Box,,74.0,,42.0
Nica Rustica - Short Robusto,12 Box,,76.0,,44.0
Norteno - Churchill,15 Box,,194.0,,110.0
Norteno - Coronita,10 Box,,81.0,,46.0
Norteno - Piramide Fino,12 Box,,94.0,,54.0
Oliva - Cain Daytona 646,24 Box,,138.0,,79.0
Oliva - Cain Daytona Limitada,10 Box,,119.0,,68.0
Oliva - Cain Daytona Straight Jalapa Valley Ligero,24 Box,,138.0,,79.0
Oliva - Cain F 550 Robusto,24 Box,,146.0,,83.0
Oliva - Cain F 550 Tubos,12 Box,,108.0,,62.0
Oliva - Cain Sun Grown 550,24 Box,,124.0,,71.0
Oliva - Cain Sun Grown 660,24 Box,,158.0,,90.0
Oliva - Flor De Oliva Maduro Torpedo,25 Box,,115.0,,66.0
Oliva - Flor De Oliva Original Size 7x50,25 Box,,115.0,,66.0
Oliva - Nub 354 Connecticut,24 Box,,104.0,,59.0
Oliva - Nub 358 Cameroon,24 Box,,132.0,,75.0
Oliva - Nub 358 Connecticut,24 Box,,149.0,,85.0
Oliva - Nub 358 Sun Grown,24 Box,,169.0,,96.0
Oliva - Nub 460 Connecticut Tubos,12 Box,,104.0,,59.0
Oliva - Nub 460 Maduro Tubos,12 Box,,108.0,,62.0
Oliva - Nub 460 Sun Grown,24 Box,,116.0,,66.0
Oliva - Nub 460 Sun Grown Tubo,12 Box,,130.0,,74.0
Oliva - Nub 464 Sun Grown Torpedo,24 Box,,162.0,,92.0
Oliva - Nub 466 Sun Grown,24 Box,,141.0,,80.0
Oliva - Serie G Belicoso,25 Box,,148.0,,84.0
Oliva - Serie G Maduro Belicoso,24 Box,,156.0,,89.0
Oliva - Serie G Maduro Churchill,24 Box,,161.0,,92.0
Oliva - Serie G Maduro Robusto,24 Box,,151.0,,86.0
Oliva - Serie G Robusto,25 Box,,146.0,,83.0
Oliva - Serie G Special G,25 Box,,131.0,,75.0
Oliva - Serie G Toro Tubos,10 Box,,89.0,,51.0
Oliva - Serie O Corona,20 Box,,143.0,,82.0
Oliva - Serie O Maduro Double Toro,10 Box,,77.0,,44.0
Oliva - Serie O Toro Tubos,10 Box,,90.0,,52.0
Oliva - Serie V 135th Anniversary Edicion Limitada,12 Box,,135.0,,77.0
Oliva - Serie V Maduro Double Toro,10 Box,,113.0,,65.0
Oliva - Serie V Melanio Edicion Limitada 2021,10 Box,,125.0,,71.0
Oliva - Serie V Melanio Limited Edition Diadema 2019,10 Box,,220.0,,125.0
Oliva - Serie V Melanio No.4,10 Box,,96.0,,55.0
Oliva - Serie V No.4,24 Box,,180.0,,103.0
Oliva - Serie V Special Figurado,24 Box,,214.0,,122.0
Oliva - Variety Sampler,6 Box,,52.0,,30.0
Padron - 1926 80th Anniversary Maduro,8 Box,,320.0,,182.0
Padron - 1926 80th Anniversary Natural,8 Box,,320.0,,182.0
Padron - 1964 A Maduro,10 Box,,420.0,,238.0
Padron - 1964 A Natural,10 Box,,420.0,,238.0
Padron - 40th Anniversary Maduro,20 Box,,652.0,,370.0
Padron - 40th Anniversary Maduro,40 Box,,2003.0,,1135.0
Padron - 40th Anniversary Natural,20 Box,,652.0,,370.0
Padron - 40th Anniversary Natural,40 Box,,2003.0,,1135.0
Padron - 5000 Natural,26 Box,,245.0,,139.0
Padron - C.O.Y Sampler,3 Box,,109.0,,62.0
Padron - Collection Natural,5 Box,,115.0,,66.0
Padron - Damaso No.15,20 Box,,340.0,,193.0
Padron - Damaso No.17,20 Box,,386.0,,219.0
Padron - Damaso No.8,20 Box,,292.0,,166.0
Padron - Family Reserve 44 Maduro,10 Box,,396.0,,225.0
Padron - Family Reserve 44 Natural,10 Box,,396.0,,225.0
Padron - Family Reserve 45 Maduro,10 Box,,336.0,,191.0
Padron - Family Reserve 45 Natural,10 Box,,336.0,,191.0
Padron - Family Reserve 46 Maduro,10 Box,,336.0,,191.0
Padron - Family Reserve 46 Natural,10 Box,,336.0,,191.0
Padron - Family Reserve 50 Maduro,10 Box,,326.0,,185.0
Padron - Family Reserve 50 Natural,10 Box,,326.0,,185.0
Padron - Family Reserve 85 Maduro,10 Box,,265.0,,151.0
Padron - Family Reserve 85 Natural,10 Box,,265.0,,151.0
Padron - Family Reserve Gift Natural,5 Box,,173.0,,99.0
Padron - No.1 Maduro 1926,10 Box,,275.0,,156.0
Padron - No.1 Maduro 1926,24 Box,,630.0,,357.0
Padron - No.1 Maduro 1926 6x4,24 Box,,630.0,,357.0
Padron - No.1 Natural 1926,10 Box,,275.0,,156.0
Padron - No.1 Natural 1926,24 Box,,630.0,,357.0
Padron - No.1 Natural 1926 6x4,24 Box,,630.0,,357.0
Padron - No.2 Maduro 1926,10 Box,,227.0,,129.0
Padron - No.2 Maduro 1926 6x4,24 Box,,515.0,,292.0
Padron - No.2 Natural 1926,10 Box,,227.0,,129.0
Padron - No.2 Natural 1926,24 Box,,515.0,,292.0
Padron - No.2 Natural 1926 6x4,24 Box,,515.0,,292.0
Padron - No.35 Maduro 1926,24 Box,,342.0,,194.0
Padron - No.35 Natural 1926,24 Box,,342.0,,194.0
Padron - No.47 Maduro 1926,24 Box,,472.0,,268.0
Padron - No.47 Natural 1926,24 Box,,472.0,,268.0
Padron - No.48 Maduro 1926,10 Box,,236.0,,134.0
Padron - No.48 Natural 1926,10 Box,,236.0,,134.0
Padron - No.6 Maduro 1926,10 Box,,179.0,,102.0
Padron - No.6 Maduro 1926,24 Box,,400.0,,227.0
Padron - No.6 Maduro 1926 6x4,24 Box,,400.0,,227.0
Padron - No.6 Natural 1926,10 Box,,179.0,,102.0
Padron - No.6 Natural 1926,24 Box,,400.0,,227.0
Padron - No.6 Natural 1926 6x4,24 Box,,400.0,,227.0
Padron - No.9 Maduro 1926,10 Box,,251.0,,143.0
Padron - No.9 Natural 1926,24 Box,,572.0,,325.0
Padron - Sampler Natural,8 Box,,157.0,,89.0
Padron - Serie 1964 Belicoso Maduro,25 Box,,542.0,,308.0
